stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
E03285,20697,"ALCOMA BLVD AT SALTSBURG RD",,  40.481461, -79.804732,02
E03290,12232,"ALGER ST AT WINTERBURN AVE",,  40.427079, -79.939696,01
E03320,14319,"ALLEGHENY RIVER BLVD AT CENTER AVE",,  40.506701, -79.842993,02
E03330,19435,"ALLEGHENY RIVER BLVD AT CENTER AVE FS",,  40.506731, -79.842726,02
E03350,19178,"ALLEGHENY RIVER BLVD AT COLLEGE AVE",,  40.513852, -79.843077,02
E03450,19176,"ALLEGHENY RIVER BLVD AT PLUM ST FS",,  40.512352, -79.843259,02
E03550,19177,"ALLEGHENY RIVER BLVD AT SELDON AVE FS",,  40.508317, -79.842505,02
E03560,14320,"ALLEGHENY RIVER BLVD AT SOUTH AVE",,  40.504958, -79.843257,02
E03570,14456,"ALLEGHENY RIVER BLVD AT SOUTH AVE",,  40.504668, -79.843010,02
E03740,14318,"ALLEGHENY RIVER BLVD OPP PLUM ST",,  40.511929, -79.843520,02
E03830,16545,"ALLEGHENY RIVER BLVD OPP SELDON AVE",,  40.508509, -79.842793,02
E03900,8654,"ALLEQUIPPA ST OPP DARRAGH ST",,  40.443451, -79.965005,01
E03910,8649,"ALLEQUIPPA ST AT DARRAGH ST",,  40.443093, -79.965236,01
E03926,16023,"ALLEQUIPPA ST AT WHITRIDGE ST",,  40.440978, -79.968041,01
E03927,16022,"ALLEQUIPPA ST AT SR. RESIDENCE (#2418)",,  40.440552, -79.968589,01
E03930,8653,"ALLEQUIPPA ST AT #3701 (DELTA SIGMA DORM)",,  40.444480, -79.963620,01
E03940,8650,"ALLEQUIPPA ST AT SUTHERLAND DR (PETERSEN CTR)",,  40.444461, -79.963421,01
E04140,7816,"ARDMORE BLVD OPP AVE B (PARK AND RIDE)",,  40.413188, -79.845313,02
E04150,7785,"ARDMORE BLVD AT AVE B (PARK AND RIDE)",,  40.413070, -79.844810,02
E04160,7352,"ARDMORE BLVD AT BERKLEY AVE",,  40.419769, -79.850458,02
E04170,7811,"ARDMORE BLVD AT BEVINGTON RD FS",,  40.426604, -79.862902,1A
E04180,7787,"ARDMORE BLVD AT BRADDOCK RD",,  40.424665, -79.859114,1A
E04190,7813,"ARDMORE BLVD AT BRADDOCK RD",,  40.424570, -79.859796,1A
E04210,7808,"ARDMORE BLVD AT BRINTON RD",,  40.435554, -79.871769,1A
E04220,7791,"ARDMORE BLVD AT BRYN MAWR RD NS",,  40.431333, -79.864009,1A
E04230,18544,"ARDMORE BLVD OPP BRYN MAWR RD FS",,  40.432086, -79.865042,1A
E04240,7432,"ARDMORE BLVD AT CENTURION DR",,  40.422186, -79.854127,02
E04250,7814,"ARDMORE BLVD AT FAIRFAX RD",,  40.422102, -79.854761,02
E04270,7353,"ARDMORE BLVD AT KENMORE AVE",,  40.417354, -79.848763,02
E04280,7790,"ARDMORE BLVD OPP LAFAYETTE RD",,  40.429564, -79.863444,1A
E04290,7810,"ARDMORE BLVD AT LAFAYETTE RD",,  40.429638, -79.863971,1A
E04310,7430,"ARDMORE BLVD AT MARION AVE FS",,  40.419972, -79.850134,02
E04320,18508,"ARDMORE BLVD AT MARLBORO AVE FS",,  40.435878, -79.871672,1A
E04340,7351,"ARDMORE BLVD AT 2 PARKWAY CENTER EAST",,  40.421012, -79.852537,02
E04350,7788,"ARDMORE BLVD AT NEWPORT RD",,  40.425819, -79.861439,1A
E04380,7429,"ARDMORE BLVD AT SUMNER AVE",,  40.417139, -79.848163,02
E04400,7815,"ARDMORE BLVD AT YOST BLVD FS",,  40.415420, -79.847600,02
E04410,7789,"ARDMORE BLVD OPP BEVINGTON RD",,  40.426890, -79.862655,1A
E04420,7431,"ARDMORE BLVD OPP 2 PARKWAY CENTER EAST",,  40.421226, -79.852190,02
E04430,7812,"ARDMORE BLVD OPP NEWPORT RD",,  40.425596, -79.861800,1A
E04450,7793,"ARDMORE BLVD OPP REBECCA AVE",,  40.437058, -79.873340,1A
E04470,7786,"ARDMORE BLVD OPP YOST BLVD",,  40.415661, -79.847248,02
E04510,9212,"ATLANTIC AVE AT BROAD ST",,  40.465741, -79.938231,01
E04520,9248,"ATLANTIC AVE AT HILLCREST ST",,  40.468299, -79.938230,01
E04540,9213,"ATLANTIC AVE AT KINCAID ST",,  40.466512, -79.938009,01
E04580,9214,"ATLANTIC AVE AT ROSETTA ST",,  40.467229, -79.937847,01
E04635,7314,"AURELIUS ST AT MCCLURE AVE",,  40.421183, -79.895292,1A
E04645,7303,"AURELIUS ST AT HARRISON AVE",,  40.422972, -79.895934,1A
E04663,7840,"AVENUE U AT WATKINS AVE",,  40.394891, -79.804032,02
E04665,19870,"BAKER ST AT #7124",,  40.487719, -79.923463,01
E04666,3285,"BAKER ST AT BALLARD WAY",,  40.487591, -79.920297,01
E04667,19125,"BAKER ST AT BUTLER ST",,  40.487277, -79.920297,01
E04670,9330,"BAKER ST AT GALLATIN ST",,  40.487493, -79.921691,01
E04680,16474,"BAKER ST AT #7207",,  40.487851, -79.923329,01
E04690,9355,"BAKER ST OPP GALLATIN ST",,  40.487418, -79.921918,01
E04700,19756,"BALDRIDGE AVE AT WALNUT ST FS",,  40.404385, -79.862188,1A
E04810,19090,"BAUM BLVD AT CRAIG ST FS",,  40.453883, -79.952952,01
E04820,14417,"BAUM BLVD AT CYPRESS ST",,  40.455835, -79.942027,01
E04830,14365,"BAUM BLVD AT CYPRESS ST FS",,  40.455938, -79.942299,01
E04840,14368,"BAUM BLVD AT ENFIELD ST",,  40.454141, -79.949372,01
E04850,14363,"BAUM BLVD AT GRAHAM ST",,  40.457492, -79.936887,01
E04860,20779,"BAUM BLVD OPP FAIRMOUNT ST FS",,  40.457669, -79.935664,01
E04870,14364,"BAUM BLVD AT LIBERTY AVE",,  40.456748, -79.939432,01
E04880,19092,"BAUM BLVD AT LIBERTY AVE FS",,  40.456627, -79.939193,01
E04890,14369,"BAUM BLVD AT MELWOOD AVE",,  40.454084, -79.951900,01
E04900,19091,"BAUM BLVD AT MELWOOD AVE FS",,  40.453926, -79.951589,01
E04910,14367,"BAUM BLVD AT MILLVALE AVE",,  40.454450, -79.947604,01
E04920,14415,"BAUM BLVD AT MILLVALE AVE",,  40.454256, -79.947769,01
E04930,14366,"BAUM BLVD AT MOREWOOD AVE",,  40.455042, -79.945228,01
E04940,14416,"BAUM BLVD AT MOREWOOD AVE",,  40.454854, -79.945277,01
E05000,19781,"BAUM BLVD AT ENFIELD ST FS",,  40.454020, -79.949130,01
E05180,8043,"BEACON ST AT MUNHALL RD",,  40.434420, -79.924924,01
E05190,8040,"BEACON ST AT MURDOCH ST",,  40.433657, -79.930759,01
E05200,18494,"BEACON ST AT MURDOCH ST FS",,  40.433783, -79.930418,01
E05210,20274,"BEACON ST AT MURRAY AVE NS",,  40.434553, -79.923440,01
E05220,8039,"BEACON ST AT #5414",,  40.433443, -79.932438,01
E05230,7993,"BEACON ST AT MURRAY AVE FS",,  40.434768, -79.922172,01
E05240,7994,"BEACON ST AT SHADY AVE",,  40.435203, -79.919198,01
E05250,8041,"BEACON ST AT WENDOVER ST",,  40.433845, -79.929287,01
E05260,8042,"BEACON ST AT WIGHTMAN ST",,  40.434007, -79.928043,01
E05270,8019,"BEACON ST OPP #5414",,  40.433596, -79.931912,01
E05280,8017,"BEACON ST OPP WENDOVER ST",,  40.433994, -79.929012,01
E05295,18611,"BEATTY RD AT BEATTY POINTE VILLAGE FS",,  40.446059, -79.748735,02
E05297,13611,"BEATTY RD OPP BEATTY POINTE VILLAGE",,  40.445955, -79.747894,02
E05300,13523,"BEATTY RD AT BRUNNER DR",,  40.451914, -79.755050,02
E05340,13610,"BEATTY RD AT COLLEGE PARK DR",,  40.441662, -79.742684,02
E05350,13621,"BEATTY RD AT COOPER RD",,  40.452075, -79.752737,02
E05380,13526,"BEATTY RD AT HAYMAKER RD",,  40.448516, -79.761032,02
E05390,19834,"BEATTY RD AT OLD WM PENN HWY",,  40.440528, -79.742312,02
E05460,13620,"BEATTY RD OPP BRUNNER DR",,  40.451744, -79.755178,02
E05470,13498,"BEATTY RD OPP COLLEGE PARK DR",,  40.441754, -79.743133,02
E05510,16470,"BEATTY ST AT EVA ST",,  40.461169, -79.927508,01
E05515,16471,"BEATTY ST AT BAUM BLVD NS",,  40.460407, -79.927971,01
E05517,20074,"BEATTY ST AT CENTRE AVE",,  40.459279, -79.927597,01
E05520,11092,"BEATTY ST AT PENN AVE NS",,  40.461550, -79.927131,01
E05670,8713,"BEDFORD AVE AT MANILLA ST",,  40.444936, -79.986233,01
E05700,8714,"BEDFORD AVE OPP MERCER ST",,  40.444531, -79.987241,01
E05710,8739,"BEDFORD AVE AT MERCER ST",,  40.444303, -79.987305,01
E05910,8000,"BEECHWOOD BLVD AT DOUGLAS ST FS",,  40.433291, -79.914621,01
E05920,11654,"BEECHWOOD BLVD AT FEDERAL HILL ST",,  40.420868, -79.927440,01
E05940,8005,"BEECHWOOD BLVD AT FORWARD AVE",,  40.428101, -79.916235,01
E05960,11665,"BEECHWOOD BLVD AT HAZELWOOD AVE",,  40.419725, -79.927421,01
E05970,11656,"BEECHWOOD BLVD AT LILAC ST",,  40.422879, -79.927518,01
E05980,8524,"BEECHWOOD BLVD AT LILAC ST",,  40.423113, -79.927667,01
E05990,11663,"BEECHWOOD BLVD AT LORETTA ST",,  40.422153, -79.927864,01
E06010,20419,"BEECHWOOD BLVD AT MONITOR ST",,  40.425406, -79.926595,01
E06030,8003,"BEECHWOOD BLVD AT NICHOLSON ST",,  40.430415, -79.915312,01
E06035,8002,"BEECHWOOD BLVD AT CROMBIE ST FS",,  40.430799, -79.915302,01
E06040,8001,"BEECHWOOD BLVD AT PHILLIPS AVE FS",,  40.432409, -79.915251,01
E06045,11661,"BEECHWOOD BLVD AT RONALD ST FS",,  40.426869, -79.938292,01
E06050,8004,"BEECHWOOD BLVD AT #2530",,  40.429399, -79.915562,01
E06140,8520,"BEECHWOOD BLVD AT #3825",,  40.428256, -79.930922,01
E06160,8519,"BEECHWOOD BLVD AT #3911",,  40.428194, -79.933783,01
E06180,8518,"BEECHWOOD BLVD AT #3986",,  40.427600, -79.936185,01
E06200,8007,"BEECHWOOD BLVD AT TILBURY AVE",,  40.426660, -79.919079,01
E06215,11664,"BEECHWOOD BLVD OPP FEDERAL HILL ST",,  40.421058, -79.927619,01
E06230,7999,"BEECHWOOD BLVD OPP FOREST GLEN RD",,  40.434215, -79.912239,01
E06250,11655,"BEECHWOOD BLVD OPP LORETTA ST",,  40.422056, -79.927663,01
E06280,8006,"BEECHWOOD BLVD OPP ANITA AVE (MONITOR ST)",,  40.426277, -79.916909,01
E06315,11659,"BEECHWOOD BLVD AT PARKWAY ENTRANCE",,  40.428472, -79.931015,01
E06370,7651,"BEELER ST OPP BEELERMONT PL",,  40.445527, -79.933121,01
E06390,7654,"BEELER ST AT FORBES AVE",,  40.444115, -79.938489,01
E06410,7672,"BEELER ST AT FORBES AVE FS",,  40.443991, -79.938330,01
E06420,7652,"BEELER ST AT OLYMPIA PL",,  40.445381, -79.934769,01
E06430,7674,"BEELER ST OPP OLYMPIA PL",,  40.445224, -79.934888,01
E06440,7653,"BEELER ST AT UNGER LN",,  40.444986, -79.936548,01
E06450,7676,"BEELER ST AT #5362",,  40.445472, -79.931826,01
E06460,18534,"BEELER ST AT WILKINS AVE FS",,  40.445649, -79.931691,01
E06470,7675,"BEELER ST AT BEELERMONT PL",,  40.445343, -79.933401,01
E06490,7673,"BEELER ST OPP UNGER LN FS",,  40.444812, -79.936491,01
E06580,7538,"JONES AVE AT PARKVIEW AVE",,  40.403594, -79.862672,1A
E06585,7272,"JONES AVE AT BELL AVE",,  40.403285, -79.862872,1A
E06650,1173,"BELLEFIELD AVE AT 5TH AVE",,  40.446438, -79.951769,01
E06660,32,"BELLEFIELD AVE AT BOARD OF EDUCATION",,  40.444405, -79.950907,01
E06917,16845,"BENTLEY DR AT BURROWS ST",,  40.439773, -79.970476,01
E06940,8660,"BENTLEY DR AT KIRKPATRICK ST FS",,  40.440758, -79.974231,01
E06950,8637,"BENTLEY DR AT KIRKPATRICK ST",,  40.440674, -79.974146,01
E06970,8661,"BENTLEY DR AT #2027",,  40.440147, -79.976079,01
E07000,8662,"BENTLEY DR AT #2071",,  40.440407, -79.977722,01
E07030,8636,"BENTLEY DR AT #2118",,  40.440024, -79.976304,01
E07050,8635,"BENTLEY DR AT #2160",,  40.440322, -79.977726,01
E07170,7035,"BESSEMER AVE AT GRANDVIEW AVE",,  40.394998, -79.839113,02
E07190,19570,"BESSEMER AVE AT MAIN ST",,  40.395128, -79.841504,02
E07250,15091,"BEULAH RD AT FOREST DR",,  40.447834, -79.849474,02
E07340,15111,"BEULAH RD AT LONG RD",,  40.450552, -79.843714,02
E07350,19146,"BEULAH RD AT MCCRADY RD",,  40.446346, -79.848293,02
E07500,19130,"BEULAH RD OPP MCCRADY RD FS",,  40.446356, -79.848478,02
E07550,8579,"BIGELOW BLVD AT BLOOMFIELD BRDGE FS",,  40.458883, -79.958319,01
E07600,8580,"BIGELOW BLVD AT FINLAND ST",,  40.458167, -79.960375,01
E07630,8581,"BIGELOW BLVD AT HARDING WAY",,  40.456856, -79.963457,01
E07660,8582,"BIGELOW BLVD AT HERRON AVE FS",,  40.455628, -79.966354,01
E07670,19088,"BIGELOW BLVD AT HERRON AVE FS",,  40.455609, -79.965861,01
E07770,8593,"BIGELOW BLVD OPP BLOOMFIELD BRIDGE",,  40.458491, -79.957361,01
E07790,8592,"BIGELOW BLVD OPP FINLAND ST",,  40.457811, -79.960568,01
E07800,8591,"BIGELOW BLVD OPP HARDING WAY",,  40.456515, -79.963573,01
E07870,12219,"BIGELOW ST AT HAZELWOOD AVE",,  40.419637, -79.933939,01
E07880,12239,"BIGELOW ST AT MCCASLIN ST",,  40.419007, -79.938219,01
E07890,18964,"BIGELOW ST AT HAZELWOOD AVE FS",,  40.419720, -79.934050,01
E07910,8509,"BIGELOW ST AT TESLA ST",,  40.419436, -79.935843,01
E07915,12240,"BIGELOW ST OPP TESLA ST",,  40.419321, -79.936069,01
E07920,8511,"BIGELOW ST AT WINTERBURN AVE",,  40.418954, -79.939746,01
E08045,9236,"BLACK ST AT NEGLEY AVE FS",,  40.468937, -79.927744,01
E08046,9226,"BLACK ST AT NEGLEY AVE",,  40.468697, -79.927814,01
E08050,9237,"BLACK ST AT CHISLETT ST",,  40.469699, -79.930002,01
E08051,9225,"BLACK ST OPP CHISLETT ST",,  40.469668, -79.930288,01
E08056,9224,"BLACK ST AT AIKEN AVE",,  40.470645, -79.932998,01
E08070,7655,"BLUFF ST AT STEVENSON ST",,  40.435258, -79.986446,01
E08090,8024,"BLVD OF ALLIES AT BATES ST",,  40.435127, -79.956313,01
E08120,8033,"BLVD OF ALLIES AT CRAFT AVE FS",,  40.435763, -79.960712,01
E08130,8026,"BLVD OF ALLIES AT CRAFT AVE",,  40.435907, -79.961346,01
E08140,8022,"BLVD OF ALLIES AT DAWSON ST",,  40.434401, -79.953028,01
E08150,8037,"BLVD OF ALLIES AT DAWSON ST FS",,  40.434261, -79.953000,01
E08160,24,"BLVD OF ALLIES AT DUQUESNE UNIV FOOTBRIDGE",,  40.434792, -79.989189,01
E08170,5131,"BLVD OF ALLIES AT GIST ST",,  40.436144, -79.979382,01
E08180,8025,"BLVD OF ALLIES AT HALKET ST FS",,  40.435907, -79.958766,01
E08185,8034,"BLVD OF ALLIES OPP HALKET ST",,  40.435809, -79.958307,01
E08190,8035,"BLVD OF ALLIES AT JULIET ST",,  40.434921, -79.956109,01
E08210,20507,"BLVD OF ALLIES AT JUMONVILLE ST",,  40.436323, -79.977623,01
E08240,4410,"BLVD OF ALLIES AT MARION ST (MERCY HOSP)",,  40.435504, -79.984211,01
E08260,5132,"BLVD OF ALLIES AT MILTENBERGER ST",,  40.435880, -79.981367,01
E08330,5133,"BLVD OF ALLIES AT VAN BRAAM ST",,  40.435721, -79.982657,01
E08350,8023,"BLVD OF ALLIES AT WARD ST",,  40.434591, -79.954474,01
E08360,8036,"BLVD OF ALLIES AT WARD ST",,  40.434498, -79.954735,01
E08450,13496,"BOYCE CAMPUS EAST PKG LOT AT STEPS",,  40.453201, -79.751396,02
E08510,7473,"BRADDOCK AVE AT 2ND ST",,  40.406147, -79.873298,1A
E08530,7393,"BRADDOCK AVE AT 3RD ST",,  40.405554, -79.872668,1A
E08550,7471,"BRADDOCK AVE AT 4TH ST",,  40.404908, -79.871153,1A
E08560,7394,"BRADDOCK AVE AT 4TH ST",,  40.405016, -79.871680,1A
E08570,7470,"BRADDOCK AVE AT 5TH ST",,  40.404168, -79.869964,1A
E08580,7395,"BRADDOCK AVE AT 5TH ST",,  40.404521, -79.870823,1A
E08610,7293,"BRADDOCK AVE AT 7TH ST",,  40.402413, -79.867628,1A
E08650,7231,"BRADDOCK AVE AT BIDDLE AVE",,  40.436718, -79.896299,01
E08690,7241,"BRADDOCK AVE AT CHARLESTON AVE",,  40.430681, -79.892686,01
E08730,7396,"BRADDOCK AVE OPP COREY AVE",,  40.403839, -79.869611,1A
E08740,19894,"BRADDOCK AVE AT DELMAR WAY",,  40.423888, -79.887478,1A
E08741,19886,"BRADDOCK AVE OPP DELMAR WAY",,  40.423781, -79.887117,1A
E08840,7225,"BRADDOCK AVE AT GREENDALE AVE FS",,  40.428813, -79.891741,01
E08880,19499,"BRADDOCK AVE AT LINE AVE",,  40.407075, -79.875062,1A
E08885,7391,"BRADDOCK AVE OPP LINE AVE",,  40.407059, -79.875381,1A
E08890,7230,"BRADDOCK AVE AT HENRIETTA ST",,  40.435703, -79.895856,01
E08900,7237,"BRADDOCK AVE AT HENRIETTA ST",,  40.435889, -79.896184,01
E08910,7228,"BRADDOCK AVE AT HUTCHINSON ST",,  40.432721, -79.893899,01
E08920,7239,"BRADDOCK AVE AT HUTCHINSON ST",,  40.432889, -79.894252,01
E08970,7229,"BRADDOCK AVE AT OVERTON ST",,  40.434105, -79.894905,01
E08980,7238,"BRADDOCK AVE AT OVERTON ST",,  40.434326, -79.895278,01
E09010,7576,"BRADDOCK AVE AT PENN AVE",,  40.404578, -79.830129,02
